FRONT_RADIATOR=1
TEMP_MIN=15
TEMP_MAX=50
REAL_MIN_DUTYCYCLE=0.70
REAL_MAX_DUTYCYCLE=1
DEACTIVATION_RATIO=1.25
cooldown=64

TIMESTEP_MAIN=5
TIMESTEP_UPDATE=15

SLOPE_INTERVAL=5
SLOPE_LENGTH=30
SLOPE_THRESHOLD=1
n_samples_fine=6
slope_samples_per_min=12
slope_max_per_sample=0.08

AVERAGING_INTERVAL=15
AVERAGING_LENGTH=900
n_samples_course=60

secondsElapsed,mem,status,cooldown,tempRadiator,tempAmbient,tempSlope,tempRatio,tempStop,tempRadAverage,tempAmbAverage,dutyCyclesa
-29058, 263, 4, 34, 39.63, 18.81, 0.00, 0.67, 22.18, 26.29, 17.74, 230, u.s.s.sa
-29041, 263, 4, 35, 39.63, 18.81, -0.02, 0.67, 22.21, 26.66, 17.77, 230, u.s.s.sa
-29023, 263, 4, 36, 39.63, 18.87, 0, 0.67, 22.24, 27.03, 17.79, 230, u.s.s.sa
-29006, 263, 4, 37, 39.56, 18.94, 0, 0.66, 22.27, 27.40, 17.81, 229, u.s.s.sa
-28989, 263, 4, 38, 39.50, 19, 0, 0.66, 22.30, 27.76, 17.84, 229, u.s.s.sa
-28972, 263, 4, 39, 39.44, 19, -0.03, 0.66, 22.33, 28.13, 17.86, 229, u.s.s.sa
-28954, 263, 4, 40, 39.38, 19.06, -0.02, 0.66, 22.36, 28.50, 17.89, 229, u.s.s.sa
-28937, 263, 4, 41, 39.31, 19.12, -0.03, 0.65, 22.40, 28.86, 17.92, 229, u.s.s.sa
-28920, 263, 4, 42, 39.19, 19.12, -0.04, 0.65, 22.43, 29.22, 17.95, 228, u.s.s.sa
-28903, 263, 4, 43, 39.13, 19.19, -0.03, 0.65, 22.47, 29.58, 17.98, 228, u.s.s.sa
-28885, 263, 4, 44, 39.06, 19.25, -0.03, 0.64, 22.51, 29.94, 18.01, 228, u.s.s.sa
-28868, 263, 4, 45, 39.06, 19.31, -0.02, 0.64, 22.54, 30.30, 18.04, 228, u.s.s.sa
-28851, 263, 4, 46, 39.13, 19.37, 0.03, 0.64, 22.58, 30.66, 18.07, 228, u.s.s.sa
-28834, 263, 4, 47, 39.25, 19.37, 0.04, 0.65, 22.62, 31.03, 18.10, 228, u.s.s.sa
-28816, 263, 4, 48, 39.38, 19.44, 0.05, 0.65, 22.66, 31.39, 18.13, 229, u.s.s.sa
-28799, 263, 4, 49, 39.50, 19.50, 0.05, 0.66, 22.71, 31.76, 18.17, 229, u.s.s.sa
-28782, 263, 4, 50, 39.69, 19.50, 0.05, 0.66, 22.75, 32.13, 18.20, 229, u.s.s.sa
-28765, 263, 4, 51, 39.94, 19.56, 0.08, 0.67, 22.79, 32.51, 18.23, 230, u.s.s.sa
-28747, 263, 7, 52, 40.19, 19.62, 0.10, 0.68, 22.84, 32.89, 18.27, 230, u.sa
-28742, 263, 7, 53, 40.25, 19.62, 0.09, 0.68, 22.88, 33.27, 18.31, 231, u.s.s.sa
-28724, 263, 4, 54, 40.50, 19.62, 0.07, 0.69, 22.93, 33.65, 18.34, 231, u.s.s.sa
-28707, 263, 7, 55, 40.75, 19.69, 0.10, 0.69, 22.98, 34.04, 18.38, 232, u.s.s.sa
-28690, 263, 4, 56, 41, 19.75, 0.08, 0.70, 23.02, 34.43, 18.42, 232, u.s.s.sa
-28672, 263, 7, 57, 41.25, 19.75, 0.09, 0.71, 23.07, 34.83, 18.46, 233, u.s.s.sa
-28655, 263, 7, 58, 41.50, 19.81, 0.09, 0.72, 23.12, 35.23, 18.50, 234, u.s.s.sa
-28638, 263, 4, 59, 41.75, 19.81, 0.07, 0.73, 23.17, 35.63, 18.54, 234, u.s.s.sa
-28621, 263, 4, 60, 42, 19.87, 0.08, 0.73, 23.22, 36.03, 18.58, 235, u.s.s.sa
-28603, 263, 7, 61, 42.25, 19.94, 0.10, 0.74, 23.27, 36.40, 18.62, 235, u.s.s.sa
-28586, 263, 4, 62, 42.44, 19.94, 0.07, 0.75, 23.33, 36.75, 18.66, 236, u.s.s.sa
-28569, 263, 4, 63, 42.56, 20, 0.05, 0.75, 23.38, 37.07, 18.70, 236, u.s.s.sa
-28552, 263, 4, 64, 42.63, 20, 0.03, 0.75, 23.43, 37.37, 18.74, 236, u.s.s.sa
-28534, 263, 4, 65, 42.63, 20.06, 0, 0.75, 23.48, 37.64, 18.79, 236, u.s.s.sa
-28517, 263, 4, 66, 42.50, 20.06, -0.02, 0.75, 23.54, 37.91, 18.83, 236, u.s.s.sa
-28500, 263, 4, 67, 42.44, 20.12, -0.03, 0.75, 23.59, 38.16, 18.87, 236, u.s.s.sa
-28483, 263, 4, 68, 42.31, 20.12, -0.04, 0.74, 23.64, 38.40, 18.91, 235, u.s.s.sa
-28465, 263, 4, 69, 42.19, 20.19, -0.02, 0.74, 23.70, 38.64, 18.96, 235, u.s.s.sa
-28448, 263, 4, 70, 42.13, 20.19, -0.03, 0.74, 23.75, 38.86, 19.00, 235, u.s.s.sa
-28431, 263, 4, 71, 42, 20.25, -0.04, 0.73, 23.81, 39.07, 19.04, 235, u.s.s.sa
-28414, 263, 4, 72, 41.94, 20.25, -0.02, 0.73, 23.86, 39.27, 19.09, 234, u.s.s.sa
-28396, 263, 4, 73, 41.88, 20.25, -0.03, 0.73, 23.91, 39.46, 19.13, 234, u.s.s.sa
-28379, 263, 4, 74, 41.81, 20.31, -0.03, 0.72, 23.96, 39.63, 19.17, 234, u.s.s.sa
-28362, 263, 4, 75, 41.69, 20.37, -0.04, 0.72, 24.02, 39.80, 19.21, 234, u.s.s.sa
-28344, 263, 4, 76, 41.63, 20.37, -0.03, 0.72, 24.07, 39.95, 19.26, 234, u.s.s.sa
-28327, 263, 4, 77, 41.56, 20.44, 0, 0.71, 24.13, 40.09, 19.30, 233, u.s.s.sa
-28310, 263, 4, 78, 41.50, 20.44, -0.04, 0.71, 24.18, 40.22, 19.35, 233, u.s.s.sa
-28293, 263, 4, 79, 41.38, 20.44, -0.02, 0.71, 24.24, 40.33, 19.39, 233, u.s.s.sa
-28275, 263, 4, 80, 41.31, 20.50, -0.03, 0.71, 24.29, 40.43, 19.43, 233, u.s.s.sa
-28258, 263, 4, 81, 41.19, 20.50, -0.04, 0.70, 24.34, 40.51, 19.47, 232, u.s.s.sa
-28241, 263, 4, 82, 41.38, 20.50, 0.02, 0.71, 24.39, 40.58, 19.51, 233, u.s.s.sa
-28224, 263, 7, 83, 41.69, 20.56, 0.10, 0.72, 24.44, 40.65, 19.55, 234, u.s.s.sa
-28206, 263, 7, 84, 42.06, 20.56, 0.11, 0.73, 24.49, 40.70, 19.60, 235, u.s.s.sa
-28189, 263, 7, 85, 42.31, 20.56, 0.12, 0.74, 24.54, 40.75, 19.63, 235, u.s.s.sa
-28172, 263, 4, 86, 42.44, 20.56, 0.05, 0.74, 24.59, 40.80, 19.67, 235, u.s.s.sa
-28155, 263, 4, 87, 42.56, 20.56, 0.04, 0.75, 24.64, 40.85, 19.71, 236, u.s.s.sa
-28137, 263, 4, 88, 42.56, 20.62, 0.03, 0.75, 24.69, 40.90, 19.75, 236, u.s.s.sa
-28120, 263, 4, 89, 42.50, 20.62, -0.03, 0.74, 24.73, 40.94, 19.79, 236, u.s.s.sa
-28103, 263, 4, 90, 42.44, 20.69, -0.02, 0.74, 24.77, 40.99, 19.82, 235, u.s.s.sa
-28086, 263, 4, 91, 42.38, 20.69, -0.03, 0.74, 24.82, 41.03, 19.85, 235, u.s.s.sa
-28068, 263, 4, 92, 42.31, 20.69, -0.02, 0.74, 24.86, 41.08, 19.89, 235, u.s.s.sa
-28051, 263, 4, 93, 42.19, 20.69, -0.02, 0.73, 24.90, 41.12, 19.92, 235, u.s.s.sa
-28034, 263, 4, 94, 42.13, 20.75, -0.03, 0.73, 24.94, 41.17, 19.95, 235, u.s.s.sa
-28016, 263, 4, 95, 42.06, 20.75, -0.03, 0.73, 24.98, 41.21, 19.98, 234, u.s.s.sa
-27999, 263, 4, 96, 42, 20.75, -0.02, 0.73, 25.02, 41.25, 20.02, 234, u.s.s.sa
-27982, 263, 4, 97, 41.94, 20.75, -0.04, 0.72, 25.06, 41.29, 20.05, 234, u.s.s.sa
-27965, 263, 4, 98, 41.94, 20.81, 0, 0.72, 25.10, 41.33, 20.08, 234, u.s.s.sa
-27947, 263, 4, 99, 41.94, 20.81, 0, 0.72, 25.13, 41.37, 20.11, 234, u.s.s.sa
-27930, 263, 4, 100, 41.94, 20.81, 0, 0.72, 25.17, 41.41, 20.13, 234, u.s.s.sa
-27913, 263, 4, 101, 41.94, 20.81, 0, 0.72, 25.20, 41.45, 20.16, 234, u.s.s.sa
-27896, 263, 4, 102, 42, 20.87, 0.04, 0.73, 25.24, 41.50, 20.19, 234, u.s.s.sa
-27878, 263, 4, 103, 41.94, 20.87, -0.03, 0.72, 25.27, 41.55, 20.22, 234, u.s.s.sa
-27861, 263, 4, 104, 41.88, 20.87, -0.02, 0.72, 25.31, 41.60, 20.25, 234, u.s.s.sa
-27844, 263, 4, 105, 41.81, 20.87, -0.03, 0.72, 25.34, 41.64, 20.27, 234, u.s.s.sa
-27827, 263, 4, 106, 41.69, 20.94, -0.05, 0.71, 25.37, 41.68, 20.30, 233, u.s.s.sa
-27809, 263, 4, 107, 41.56, 20.94, -0.02, 0.71, 25.40, 41.72, 20.32, 233, u.s.s.sa
-27792, 263, 4, 108, 41.38, 20.94, -0.05, 0.70, 25.44, 41.75, 20.35, 232, u.s.s.sa
-27775, 263, 4, 109, 41.25, 20.94, -0.05, 0.70, 25.46, 41.78, 20.37, 232, u.s.s.sa
-27758, 263, 4, 110, 41.19, 20.94, -0.03, 0.70, 25.49, 41.81, 20.39, 232, u.s.s.sa
-27740, 263, 4, 111, 41.06, 21, -0.04, 0.69, 25.52, 41.82, 20.42, 232, u.s.s.sa
-27723, 263, 4, 112, 40.94, 21, -0.04, 0.69, 25.55, 41.84, 20.44, 231, u.s.s.sa
-27706, 263, 4, 113, 40.88, 21, 0, 0.69, 25.58, 41.85, 20.47, 231, u.s.s.sa
-27688, 263, 4, 114, 40.75, 21, -0.04, 0.68, 25.61, 41.85, 20.49, 231, u.s.s.sa
-27671, 263, 4, 115, 40.69, 21, -0.03, 0.68, 25.64, 41.85, 20.51, 231, u.s.s.sa
-27654, 263, 4, 116, 40.63, 21, -0.02, 0.68, 25.66, 41.84, 20.53, 230, u.s.s.sa
-27637, 263, 4, 117, 40.50, 21, -0.04, 0.67, 25.69, 41.83, 20.55, 230, u.s.s.sa
-27619, 263, 4, 118, 40.44, 21, -0.03, 0.67, 25.72, 41.82, 20.57, 230, u.s.s.sa
-27602, 263, 4, 119, 40.38, 21.06, -0.02, 0.67, 25.74, 41.79, 20.59, 230, u.s.s.sa
-27585, 263, 4, 120, 40.31, 21.06, -0.04, 0.67, 25.76, 41.76, 20.61, 230, u.s.s.sa
-27568, 263, 4, 121, 40.19, 21, 0, 0.66, 25.79, 41.73, 20.63, 229, u.s.s.sa
-27550, 263, 4, 122, 40.13, 21.06, -0.03, 0.66, 25.81, 41.69, 20.65, 229, u.s.s.sa
-27533, 263, 4, 123, 40, 21.06, -0.04, 0.65, 25.83, 41.65, 20.67, 229, u.s.s.sa
-27516, 263, 4, 124, 39.94, 21.06, -0.03, 0.65, 25.86, 41.60, 20.68, 229, u.s.s.sa
-27499, 263, 4, 125, 39.88, 21.06, -0.03, 0.65, 25.88, 41.56, 20.70, 228, u.s.s.sa
-27481, 263, 4, 126, 39.81, 21.06, -0.02, 0.65, 25.90, 41.51, 20.72, 228, u.s.s.sa
-27464, 263, 4, 127, 39.69, 21.06, -0.04, 0.64, 25.92, 41.47, 20.73, 228, u.s.s.sa
-27447, 263, 4, 128, 39.63, 21.12, -0.02, 0.64, 25.94, 41.42, 20.75, 228, u.s.s.sa
-27430, 263, 4, 129, 39.56, 21.12, -0.03, 0.64, 25.96, 41.38, 20.77, 228, u.s.s.sa
-27412, 263, 4, 130, 39.44, 21.12, -0.02, 0.63, 25.98, 41.33, 20.78, 227, u.s.s.sa
-27395, 263, 4, 131, 39.38, 21.12, -0.03, 0.63, 26.00, 41.29, 20.80, 227, u.s.s.sa
-27378, 263, 4, 132, 39.25, 21.19, -0.04, 0.63, 26.02, 41.25, 20.82, 227, u.s.s.sa
-27361, 263, 4, 133, 39.19, 21.19, -0.03, 0.62, 26.04, 41.20, 20.83, 226, u.s.s.sa
-27343, 263, 4, 134, 39.13, 21.19, -0.02, 0.62, 26.06, 41.16, 20.84, 226, u.s.s.sa
-27326, 263, 4, 135, 39, 21.19, -0.04, 0.62, 26.07, 41.11, 20.86, 226, u.s.s.sa
-27309, 263, 4, 136, 38.94, 21.19, -0.03, 0.62, 26.09, 41.07, 20.87, 226, u.s.s.sa
-27291, 263, 4, 137, 38.88, 21.19, -0.02, 0.61, 26.10, 41.02, 20.88, 226, u.s.s.sa
-27274, 263, 4, 138, 38.75, 21.25, -0.04, 0.61, 26.12, 40.98, 20.90, 225, u.sa
-27268, 263, 4, 139, 38.75, 21.25, -0.03, 0.61, 26.14, 40.93, 20.91, 225, u.s.s.sa
-27251, 263, 4, 140, 38.69, 21.25, 0, 0.61, 26.16, 40.89, 20.92, 225, u.s.s.sa
-27234, 263, 4, 141, 38.56, 21.25, -0.04, 0.60, 26.17, 40.85, 20.94, 225, u.s.s.sa
-27217, 263, 4, 142, 38.50, 21.25, -0.02, 0.60, 26.19, 40.80, 20.95, 225, u.s.s.sa
-27199, 263, 4, 143, 38.44, 21.25, -0.03, 0.60, 26.20, 40.74, 20.96, 224, u.s.s.sa
-27182, 263, 4, 144, 38.31, 21.25, -0.04, 0.59, 26.22, 40.68, 20.98, 224, u.s.s.sa
-27165, 263, 4, 145, 38.25, 21.25, -0.02, 0.59, 26.23, 40.61, 20.99, 224, u.s.s.sa
-27148, 263, 4, 146, 38.19, 21.25, -0.03, 0.59, 26.25, 40.54, 21.00, 224, u.s.s.sa
-27130, 263, 4, 147, 38.06, 21.25, -0.04, 0.58, 26.26, 40.47, 21.01, 223, u.s.s.sa
-27113, 263, 4, 148, 38, 21.25, 0, 0.58, 26.28, 40.39, 21.02, 223, u.s.s.sa
-27096, 263, 4, 149, 37.94, 21.25, -0.03, 0.58, 26.29, 40.32, 21.03, 223, u.s.s.sa
-27079, 263, 4, 150, 37.88, 21.25, -0.02, 0.58, 26.30, 40.24, 21.04, 223, u.s.s.sa
-27061, 263, 4, 151, 37.75, 21.25, -0.04, 0.57, 26.32, 40.17, 21.06, 223, u.s.s.sa
-27044, 263, 4, 152, 37.69, 21.25, -0.03, 0.57, 26.33, 40.09, 21.07, 222, u.s.s.sa
-27027, 263, 4, 153, 37.56, 21.31, -0.04, 0.57, 26.35, 40.01, 21.08, 222, u.s.s.sa
-27009, 263, 4, 154, 37.50, 21.31, -0.03, 0.56, 26.36, 39.93, 21.09, 222, u.s.s.sa
-26992, 263, 4, 155, 37.38, 21.31, -0.04, 0.56, 26.37, 39.85, 21.10, 222, u.s.s.sa
-26975, 263, 4, 156, 37.31, 21.31, 0, 0.56, 26.38, 39.78, 21.11, 221, u.s.s.sa
-26958, 263, 4, 157, 37.19, 21.31, -0.04, 0.55, 26.39, 39.70, 21.11, 221, u.s.s.sa
-26940, 263, 4, 158, 37.13, 21.31, -0.02, 0.55, 26.40, 39.62, 21.12, 221, u.s.s.sa
-26923, 263, 4, 159, 37.06, 21.31, -0.03, 0.55, 26.42, 39.54, 21.13, 221, u.s.s.sa
-26906, 263, 4, 160, 36.94, 21.31, -0.04, 0.54, 26.43, 39.46, 21.14, 220, u.s.s.sa
-26889, 263, 4, 161, 36.88, 21.37, -0.02, 0.54, 26.44, 39.37, 21.15, 220, u.s.s.sa
-26871, 263, 4, 162, 36.81, 21.37, -0.03, 0.54, 26.45, 39.28, 21.16, 220, u.s.s.sa
-26854, 263, 4, 163, 36.69, 21.37, -0.04, 0.53, 26.46, 39.20, 21.17, 220, u.s.s.sa
-26837, 263, 4, 164, 36.63, 21.37, 0, 0.53, 26.46, 39.11, 21.17, 219, u.s.s.sa
-26820, 263, 4, 165, 36.50, 21.37, -0.04, 0.53, 26.47, 39.02, 21.18, 219, u.s.s.sa
-26802, 263, 4, 166, 36.38, 21.37, -0.04, 0.52, 26.48, 38.94, 21.19, 219, u.s.s.sa
-26785, 263, 4, 167, 36.31, 21.37, -0.02, 0.52, 26.49, 38.85, 21.19, 219, u.s.s.sa
-26768, 263, 4, 168, 36.19, 21.37, -0.05, 0.52, 26.50, 38.76, 21.20, 218, u.s.s.sa
-26751, 263, 4, 169, 36.13, 21.37, -0.03, 0.52, 26.51, 38.68, 21.21, 218, u.s.s.sa
-26733, 263, 4, 170, 36.06, 21.44, -0.03, 0.51, 26.52, 38.59, 21.22, 218, u.s.s.sa
-26716, 263, 4, 171, 35.94, 21.37, -0.02, 0.51, 26.52, 38.50, 21.22, 218, u.s.s.sa
-26699, 263, 4, 172, 35.88, 21.37, -0.03, 0.51, 26.53, 38.42, 21.22, 217, u.s.s.sa
-26682, 263, 4, 173, 35.75, 21.37, -0.04, 0.50, 26.54, 38.33, 21.23, 217, u.s.s.sa
-26664, 263, 4, 174, 35.69, 21.37, -0.03, 0.50, 26.54, 38.25, 21.23, 217, u.s.s.sa
-26647, 263, 4, 175, 35.56, 21.37, -0.04, 0.50, 26.55, 38.16, 21.24, 217, u.s.s.sa
-26630, 263, 4, 176, 35.50, 21.37, -0.03, 0.49, 26.55, 38.08, 21.24, 217, u.s.s.sa
-26612, 263, 4, 177, 35.38, 21.37, -0.04, 0.49, 26.56, 37.99, 21.25, 216, u.s.s.sa
-26595, 263, 4, 178, 35.31, 21.31, -0.03, 0.49, 26.56, 37.91, 21.25, 216, u.s.s.sa
-26578, 263, 4, 179, 35.25, 21.31, 0, 0.49, 26.57, 37.82, 21.26, 216, u.s.s.sa
-26561, 263, 4, 180, 35.13, 21.31, -0.04, 0.48, 26.58, 37.74, 21.26, 216, u.s.s.sa
-26543, 263, 4, 181, 35.06, 21.37, -0.02, 0.48, 26.58, 37.65, 21.27, 215, u.s.s.sa
-26526, 263, 4, 182, 35, 21.31, -0.03, 0.48, 26.59, 37.56, 21.27, 215, u.s.s.sa
-26509, 263, 4, 183, 34.88, 21.31, -0.04, 0.47, 26.59, 37.48, 21.27, 215, u.s.s.sa
-26492, 263, 4, 184, 34.81, 21.31, -0.03, 0.47, 26.60, 37.39, 21.28, 215, u.s.s.sa
-26474, 263, 4, 185, 34.69, 21.31, -0.04, 0.47, 26.60, 37.31, 21.28, 214, u.s.s.sa
-26457, 263, 4, 186, 34.63, 21.31, -0.03, 0.46, 26.61, 37.22, 21.29, 214, u.s.s.sa
-26440, 263, 4, 187, 34.56, 21.37, 0, 0.46, 26.62, 37.13, 21.29, 214, u.s.s.sa
-26423, 263, 4, 188, 34.44, 21.37, -0.04, 0.46, 26.62, 37.05, 21.30, 214, u.s.s.sa
-26405, 263, 4, 189, 34.38, 21.31, -0.03, 0.46, 26.62, 36.96, 21.30, 214, u.s.s.sa
-26388, 263, 4, 190, 34.31, 21.31, -0.02, 0.45, 26.63, 36.88, 21.30, 213, u.s.s.sa
-26371, 263, 4, 191, 34.19, 21.37, -0.04, 0.45, 26.63, 36.79, 21.30, 213, u.s.s.sa
-26354, 263, 4, 192, 34.13, 21.37, -0.02, 0.45, 26.63, 36.70, 21.30, 213, u.s.s.sa
-26336, 263, 4, 193, 34.06, 21.37, -0.03, 0.44, 26.63, 36.62, 21.31, 213, u.s.s.sa
-26319, 263, 4, 194, 33.94, 21.31, -0.04, 0.44, 26.64, 36.53, 21.31, 212, u.s.s.sa
-26302, 263, 4, 195, 33.88, 21.31, 0, 0.44, 26.64, 36.45, 21.31, 212, u.s.s.sa
-26285, 263, 4, 196, 33.81, 21.31, -0.04, 0.44, 26.64, 36.36, 21.31, 212, u.s.s.sa
-26267, 263, 4, 197, 33.69, 21.25, -0.02, 0.43, 26.65, 36.28, 21.32, 212, u.s.s.sa
-26250, 263, 4, 198, 33.63, 21.25, -0.03, 0.43, 26.65, 36.19, 21.32, 212, u.s.s.sa
-26233, 263, 4, 199, 33.56, 21.25, -0.03, 0.43, 26.65, 36.11, 21.32, 212, u.s.s.sa
-26215, 263, 4, 200, 33.44, 21.25, -0.04, 0.42, 26.65, 36.02, 21.32, 211, u.s.s.sa
-26198, 263, 4, 201, 33.38, 21.25, -0.03, 0.42, 26.65, 35.93, 21.32, 211, u.s.s.sa
-26181, 263, 4, 202, 33.31, 21.25, -0.03, 0.42, 26.65, 35.84, 21.32, 211, u.s.s.sa
-26164, 263, 4, 203, 33.19, 21.25, -0.02, 0.42, 26.65, 35.76, 21.32, 211, u.s.s.sa
-26146, 263, 4, 204, 33.13, 21.31, -0.02, 0.41, 26.65, 35.67, 21.32, 210, u.s.s.sa
-26129, 263, 4, 205, 33.06, 21.25, -0.03, 0.41, 26.65, 35.58, 21.32, 210, u.s.s.sa
-26112, 263, 4, 206, 32.94, 21.25, -0.04, 0.41, 26.65, 35.50, 21.32, 210, u.s.s.sa
-26095, 263, 4, 207, 32.88, 21.25, -0.02, 0.40, 26.65, 35.41, 21.32, 210, u.s.s.sa
-26077, 263, 4, 208, 32.81, 21.25, -0.03, 0.40, 26.65, 35.32, 21.32, 210, u.s.s.sa
-26060, 263, 4, 209, 32.75, 21.25, -0.03, 0.40, 26.65, 35.24, 21.32, 209, u.s.s.sa
-26043, 263, 4, 210, 32.69, 21.25, -0.02, 0.40, 26.65, 35.15, 21.32, 209, u.s.s.sa
-26026, 263, 4, 211, 32.69, 21.25, -0.01, 0.40, 26.65, 35.06, 21.32, 209, u.s.s.sa
-26008, 263, 4, 212, 33.06, 21.25, 0.08, 0.41, 26.65, 34.99, 21.32, 210, u.s.s.sa
-25991, 263, 7, 213, 33.75, 21.19, 0.22, 0.44, 26.64, 34.93, 21.31, 212, u.s.s.sa
-25974, 263, 7, 214, 34.69, 21.19, 0.27, 0.47, 26.64, 34.88, 21.31, 215, u.s.s.sa
-25957, 263, 7, 215, 35.56, 21.19, 0.31, 0.50, 26.64, 34.85, 21.31, 217, u.s.s.sa
-25939, 263, 7, 216, 36.25, 21.12, 0.24, 0.52, 26.63, 34.83, 21.31, 219, u.s.s.sa
-25922, 263, 7, 217, 36.81, 21.12, 0.20, 0.54, 26.63, 34.82, 21.30, 220, u.s.s.sa
-25905, 263, 7, 218, 37.13, 21.12, 0.12, 0.55, 26.63, 34.82, 21.30, 221, u.s.s.sa
-25888, 263, 7, 219, 37.31, 21.12, 0.12, 0.56, 26.62, 34.83, 21.30, 222, u.s.s.sa
-25870, 263, 4, 220, 37.50, 21.12, 0.04, 0.57, 26.62, 34.84, 21.30, 222, u.s.s.sa
-25853, 263, 4, 221, 37.56, 21.06, 0.03, 0.57, 26.62, 34.85, 21.29, 222, u.s.s.sa
-25836, 263, 4, 222, 37.56, 21.06, 0, 0.57, 26.61, 34.86, 21.29, 222, u.s.s.sa
-25818, 263, 4, 223, 37.50, 21.06, 0, 0.57, 26.60, 34.87, 21.28, 222, u.s.s.sa
-25801, 263, 4, 224, 37.44, 21.06, -0.02, 0.57, 26.60, 34.89, 21.28, 222, u.sa
-25795, 263, 4, 225, 37.38, 21.06, -0.03, 0.56, 26.59, 34.90, 21.27, 222, u.s.s.sa
-25778, 263, 4, 226, 37.31, 21.06, -0.02, 0.56, 26.59, 34.92, 21.27, 222, u.s.s.sa
-25761, 263, 4, 227, 37.19, 21.06, -0.04, 0.56, 26.58, 34.93, 21.27, 221, u.s.s.sa
-25744, 263, 4, 228, 37.06, 21.06, -0.04, 0.55, 26.58, 34.95, 21.26, 221, u.s.s.sa
-25726, 263, 4, 229, 36.94, 21.06, -0.04, 0.55, 26.57, 34.96, 21.26, 221, u.s.s.sa
-25709, 263, 4, 230, 36.88, 21.06, -0.03, 0.55, 26.56, 34.98, 21.25, 221, u.s.s.sa
-25692, 263, 4, 231, 36.75, 21.06, -0.04, 0.54, 26.56, 34.99, 21.25, 220, u.s.s.sa
-25675, 263, 4, 232, 36.69, 21.06, -0.03, 0.54, 26.55, 35.00, 21.24, 220, u.s.s.sa
-25657, 263, 4, 233, 36.63, 21, 0, 0.54, 26.54, 35.02, 21.24, 220, u.s.s.sa
-25640, 263, 4, 234, 36.56, 21, -0.02, 0.54, 26.54, 35.03, 21.23, 220, u.s.s.sa
-25623, 263, 4, 235, 36.50, 21, -0.03, 0.53, 26.53, 35.05, 21.23, 220, u.s.s.sa
-25606, 263, 4, 236, 36.44, 21.06, -0.02, 0.53, 26.53, 35.06, 21.22, 219, u.s.s.sa
-25588, 263, 4, 237, 36.38, 21.06, -0.03, 0.53, 26.52, 35.08, 21.22, 219, u.s.s.sa
-25571, 263, 4, 238, 36.31, 21, -0.02, 0.53, 26.52, 35.10, 21.21, 219, u.s.s.sa
-25554, 263, 4, 239, 36.25, 21, -0.03, 0.53, 26.51, 35.11, 21.21, 219, u.s.s.sa
-25537, 263, 4, 240, 36.19, 21, -0.03, 0.52, 26.50, 35.13, 21.20, 219, u.s.s.sa
-25519, 263, 4, 241, 36.13, 21, -0.02, 0.52, 26.50, 35.15, 21.20, 219, u.s.s.sa
-25502, 263, 4, 242, 36.06, 21.06, -0.04, 0.52, 26.49, 35.16, 21.19, 218, u.s.s.sa
-25485, 263, 4, 243, 36, 21.06, 0, 0.52, 26.49, 35.18, 21.19, 218, u.s.s.sa
-25467, 263, 4, 244, 35.94, 21.06, 0, 0.51, 26.48, 35.20, 21.19, 218, u.s.s.sa
-25450, 263, 4, 245, 35.88, 21.06, -0.04, 0.51, 26.48, 35.22, 21.18, 218, u.s.s.sa
-25433, 263, 4, 246, 35.81, 21.12, 0, 0.51, 26.47, 35.24, 21.18, 218, u.s.s.sa
-25416, 263, 4, 247, 35.75, 21.06, -0.04, 0.51, 26.47, 35.26, 21.17, 218, u.s.s.sa
-25398, 263, 4, 248, 35.69, 21.12, 0, 0.50, 26.46, 35.28, 21.17, 217, u.s.s.sa
-25381, 263, 4, 249, 35.56, 21.06, -0.04, 0.50, 26.46, 35.30, 21.17, 217, u.s.s.sa
-25364, 263, 4, 250, 35.50, 21.06, -0.02, 0.50, 26.45, 35.32, 21.16, 217, u.s.s.sa
-25347, 263, 4, 251, 35.44, 21.06, -0.03, 0.50, 26.45, 35.34, 21.16, 217, u.s.s.sa
-25329, 263, 4, 252, 35.38, 21.06, -0.03, 0.49, 26.44, 35.36, 21.15, 217, u.s.s.sa
-25312, 263, 4, 253, 35.31, 21.06, -0.02, 0.49, 26.44, 35.38, 21.15, 216, u.s.s.sa
-25295, 263, 4, 254, 35.25, 21.06, 0, 0.49, 26.43, 35.41, 21.14, 216, u.s.s.sa
-25278, 263, 4, 255, 35.19, 21.06, -0.04, 0.49, 26.42, 35.43, 21.14, 216, u.s.s.sa
-25260, 263, 4, 0, 35.13, 21.06, 0, 0.49, 26.42, 35.45, 21.14, 216, u.s.s.sa
-25243, 263, 4, 0, 35.06, 21.06, -0.04, 0.48, 26.41, 35.47, 21.13, 216, u.s.s.sa
-25226, 263, 4, 0, 35, 21.06, 0, 0.48, 26.41, 35.49, 21.13, 216, u.s.s.sa
-25209, 263, 4, 0, 34.88, 21.06, -0.04, 0.48, 26.40, 35.52, 21.12, 215, u.s.s.sa
-25191, 263, 4, 0, 34.94, 21.06, 0, 0.48, 26.40, 35.54, 21.12, 215, u.s.s.sa
-25174, 263, 7, 0, 35.44, 21.06, 0.12, 0.50, 26.39, 35.58, 21.11, 217, u.s.s.sa
-25157, 263, 7, 0, 36.06, 21.06, 0.19, 0.52, 26.38, 35.62, 21.11, 218, u.s.s.sa
-25140, 263, 7, 0, 36.69, 21.06, 0.21, 0.54, 26.38, 35.68, 21.10, 220, u.s.s.sa
