FRONT_RADIATOR=1
TEMP_MIN=15
TEMP_MAX=50
REAL_MIN_DUTYCYCLE=0.70
REAL_MAX_DUTYCYCLE=1
DEACTIVATION_RATIO=1.25
cooldown=64

TIMESTEP_MAIN=5
TIMESTEP_UPDATE=15

SLOPE_INTERVAL=5
SLOPE_LENGTH=30
SLOPE_THRESHOLD=1
n_samples_fine=6
slope_samples_per_min=12
slope_max_per_sample=0.08

AVERAGING_INTERVAL=15
AVERAGING_LENGTH=900
n_samples_course=60

secondsElapsed,mem,status,cooldown,tempRadiator,tempAmbient,tempSlope,tempRatio,tempStop,tempRadAverage,tempAmbAverage,dutyCyclesa
16399, 263, 2, 0, 19.19, 18.44, 0, 0.09, 23.20, 19.27, 18.56, 0, u.s.s.sa
16416, 263, 2, 0, 19.19, 18.44, 0, 0.09, 23.20, 19.27, 18.56, 0, u.s.s.sa
16433, 263, 2, 0, 19.19, 18.44, 0, 0.09, 23.20, 19.26, 18.56, 0, u.s.s.sa
16450, 263, 2, 0, 19.19, 18.44, 0, 0.09, 23.19, 19.26, 18.55, 0, u.s.s.sa
16468, 263, 2, 0, 19.19, 18.44, 0, 0.09, 23.19, 19.26, 18.55, 0, u.s.s.sa
16485, 263, 2, 0, 19.19, 18.44, 0, 0.09, 23.19, 19.26, 18.55, 0, u.s.s.sa
16502, 263, 2, 0, 19.12, 18.44, -0.03, 0.09, 23.19, 19.25, 18.55, 0, u.s.s.sa
16519, 263, 2, 0, 19.12, 18.44, -0.02, 0.09, 23.18, 19.25, 18.55, 0, u.s.s.sa
16537, 263, 2, 0, 19.12, 18.44, -0.01, 0.09, 23.18, 19.25, 18.54, 0, u.s.s.sa
16554, 263, 2, 0, 19.12, 18.44, -0.01, 0.09, 23.18, 19.25, 18.54, 0, u.s.s.sa
16571, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.17, 19.24, 18.54, 0, u.s.s.sa
16588, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.17, 19.24, 18.54, 0, u.s.s.sa
16606, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.17, 19.24, 18.53, 0, u.s.s.sa
16623, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.17, 19.24, 18.53, 0, u.s.s.sa
16640, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.16, 19.23, 18.53, 0, u.s.s.sa
16657, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.16, 19.23, 18.53, 0, u.s.s.sa
16675, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.16, 19.23, 18.53, 0, u.s.s.sa
16692, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.15, 19.23, 18.52, 0, u.s.s.sa
16709, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.15, 19.23, 18.52, 0, u.s.s.sa
16726, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.15, 19.22, 18.52, 0, u.s.s.sa
16744, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.14, 19.22, 18.52, 0, u.s.s.sa
16761, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.14, 19.22, 18.51, 0, u.s.s.sa
16778, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.14, 19.22, 18.51, 0, u.s.s.sa
16795, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.14, 19.21, 18.51, 0, u.s.s.sa
16813, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.13, 19.21, 18.51, 0, u.s.s.sa
16830, 263, 2, 0, 19.06, 18.44, 0, 0.09, 23.13, 19.21, 18.50, 0, u.s.s.sa
16847, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.13, 19.21, 18.50, 0, u.s.s.sa
16864, 263, 2, 0, 19.12, 18.44, 0, 0.09, 23.12, 19.20, 18.50, 0, u.s.s.sa
16882, 263, 2, 0, 19.06, 18.44, 0, 0.09, 23.12, 19.20, 18.50, 0, u.s.s.sa
16899, 263, 2, 0, 19.06, 18.44, 0, 0.09, 23.12, 19.20, 18.50, 0, u.s.s.sa
16916, 263, 2, 0, 19.06, 18.44, 0, 0.09, 23.12, 19.20, 18.49, 0, u.s.s.sa
16933, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.11, 19.20, 18.49, 0, u.s.s.sa
16951, 263, 2, 0, 19.06, 18.44, 0, 0.09, 23.11, 19.19, 18.49, 0, u.s.s.sa
16968, 263, 2, 0, 19.06, 18.44, 0, 0.09, 23.11, 19.19, 18.49, 0, u.s.s.sa
16985, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.10, 19.19, 18.48, 0, u.s.s.sa
17002, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.10, 19.19, 18.48, 0, u.s.s.sa
17020, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.10, 19.18, 18.48, 0, u.s.s.sa
17037, 263, 2, 0, 19.06, 18.44, 0, 0.09, 23.10, 19.18, 18.48, 0, u.s.s.sa
17054, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.09, 19.18, 18.47, 0, u.s.s.sa
17071, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.09, 19.18, 18.47, 0, u.s.s.sa
17089, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.09, 19.17, 18.47, 0, u.s.s.sa
17106, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.08, 19.17, 18.47, 0, u.s.s.sa
17123, 263, 2, 0, 19.06, 18.44, 0, 0.09, 23.08, 19.17, 18.47, 0, u.s.s.sa
17140, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.08, 19.17, 18.46, 0, u.s.s.sa
17158, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.08, 19.17, 18.46, 0, u.s.s.sa
17175, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.07, 19.16, 18.46, 0, u.s.s.sa
17192, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.07, 19.16, 18.46, 0, u.s.s.sa
17209, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.07, 19.16, 18.45, 0, u.s.s.sa
17226, 263, 2, 0, 19.06, 18.37, 0, 0.09, 23.06, 19.16, 18.45, 0, u.s.s.sa
17244, 263, 2, 0, 19, 18.37, -0.04, 0.09, 23.06, 19.15, 18.45, 0, u.s.s.sa
17261, 263, 2, 0, 19.06, 18.37, 0.02, 0.09, 23.06, 19.15, 18.45, 0, u.s.s.sa
17278, 263, 2, 0, 19, 18.37, -0.02, 0.09, 23.06, 19.15, 18.45, 0, u.s.s.sa
17295, 263, 2, 0, 19, 18.37, 0.01, 0.09, 23.05, 19.14, 18.44, 0, u.s.s.sa
17313, 263, 2, 0, 19, 18.37, -0.01, 0.09, 23.05, 19.14, 18.44, 0, u.s.s.sa
17330, 263, 2, 0, 19, 18.37, 0, 0.09, 23.05, 19.13, 18.44, 0, u.s.s.sa
17347, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.13, 18.44, 0, u.s.s.sa
17364, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.12, 18.44, 0, u.s.s.sa
17382, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.12, 18.43, 0, u.s.s.sa
17399, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.11, 18.43, 0, u.s.s.sa
17416, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.11, 18.43, 0, u.s.s.sa
17433, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.10, 18.43, 0, u.s.s.sa
17451, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.10, 18.43, 0, u.s.s.sa
17468, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.09, 18.43, 0, u.s.s.sa
17485, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.09, 18.43, 0, u.s.s.sa
17502, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.09, 18.43, 0, u.s.s.sa
17520, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.08, 18.43, 0, u.s.s.sa
17537, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.08, 18.43, 0, u.s.s.sa
17554, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.08, 18.43, 0, u.s.s.sa
17571, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.07, 18.43, 0, u.s.s.sa
17589, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.07, 18.43, 0, u.s.s.sa
17606, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.07, 18.43, 0, u.s.s.sa
17623, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.07, 18.43, 0, u.s.s.sa
17640, 263, 2, 0, 19, 18.37, 0, 0.09, 23.04, 19.07, 18.43, 0, u.s.s.sa
17658, 263, 2, 0, 18.94, 18.37, 0, 0.09, 23.04, 19.06, 18.43, 0, u.sa
17663, 263, 2, 0, 18.94, 18.37, 0, 0.09, 23.04, 19.06, 18.43, 0, u.s.s.sa
17681, 263, 2, 0, 18.94, 18.37, 0, 0.09, 23.04, 19.06, 18.43, 0, u.s.s.sa
17698, 263, 2, 0, 18.94, 18.37, 0, 0.09, 23.04, 19.06, 18.43, 0, u.s.s.sa
17715, 263, 2, 0, 18.94, 18.37, 0, 0.09, 23.04, 19.05, 18.43, 0, u.s.s.sa
17732, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.04, 19.05, 18.43, 0, u.s.s.sa
17750, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.03, 19.05, 18.43, 0, u.s.s.sa
17767, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.03, 19.05, 18.42, 0, u.s.s.sa
17784, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.03, 19.04, 18.42, 0, u.s.s.sa
17801, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.02, 19.04, 18.42, 0, u.s.s.sa
17819, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.02, 19.04, 18.42, 0, u.s.s.sa
17836, 263, 2, 0, 18.94, 18.37, 0, 0.09, 23.02, 19.04, 18.42, 0, u.s.s.sa
17853, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.02, 19.04, 18.42, 0, u.s.s.sa
17870, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.02, 19.03, 18.41, 0, u.s.s.sa
17888, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.01, 19.03, 18.41, 0, u.s.s.sa
17905, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.01, 19.03, 18.41, 0, u.s.s.sa
17922, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.01, 19.03, 18.41, 0, u.s.s.sa
17939, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.00, 19.02, 18.40, 0, u.s.s.sa
17957, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.00, 19.02, 18.40, 0, u.s.s.sa
17974, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.00, 19.02, 18.40, 0, u.s.s.sa
17991, 263, 2, 0, 18.94, 18.31, 0, 0.09, 23.00, 19.02, 18.40, 0, u.s.s.sa
18008, 263, 2, 0, 18.87, 18.31, -0.02, 0.09, 22.99, 19.01, 18.39, 0, u.s.s.sa
18026, 263, 2, 0, 18.94, 18.31, -0.01, 0.09, 22.99, 19.01, 18.39, 0, u.s.s.sa
18043, 263, 2, 0, 18.87, 18.31, -0.01, 0.09, 22.99, 19.01, 18.39, 0, u.s.s.sa
18060, 263, 2, 0, 18.94, 18.31, 0.00, 0.09, 22.98, 19.00, 18.39, 0, u.s.s.sa
18077, 263, 2, 0, 18.87, 18.31, -0.04, 0.09, 22.98, 19.00, 18.39, 0, u.s.s.sa
18094, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.98, 18.99, 18.38, 0, u.s.s.sa
18112, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.98, 18.99, 18.38, 0, u.s.s.sa
18129, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.97, 18.98, 18.38, 0, u.s.s.sa
18146, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.97, 18.98, 18.38, 0, u.s.s.sa
18163, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.97, 18.98, 18.37, 0, u.s.s.sa
18181, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.96, 18.97, 18.37, 0, u.s.s.sa
18198, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.96, 18.97, 18.37, 0, u.s.s.sa
18215, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.96, 18.96, 18.37, 0, u.s.s.sa
18232, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.96, 18.96, 18.37, 0, u.s.s.sa
18250, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.95, 18.95, 18.36, 0, u.s.s.sa
18267, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.95, 18.95, 18.36, 0, u.s.s.sa
18284, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.95, 18.95, 18.36, 0, u.s.s.sa
18301, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.94, 18.94, 18.36, 0, u.s.s.sa
18319, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.94, 18.94, 18.35, 0, u.s.s.sa
18336, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.94, 18.94, 18.35, 0, u.s.s.sa
18353, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.94, 18.94, 18.35, 0, u.s.s.sa
18370, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.93, 18.93, 18.35, 0, u.s.s.sa
18388, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.93, 18.93, 18.34, 0, u.s.s.sa
18405, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.93, 18.93, 18.34, 0, u.s.s.sa
18422, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.92, 18.93, 18.34, 0, u.s.s.sa
18439, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.92, 18.93, 18.34, 0, u.s.s.sa
18457, 263, 2, 0, 18.81, 18.31, 0, 0.09, 22.92, 18.92, 18.34, 0, u.s.s.sa
18474, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.92, 18.92, 18.33, 0, u.s.s.sa
18491, 263, 2, 0, 18.87, 18.31, 0, 0.09, 22.91, 18.92, 18.33, 0, u.s.s.sa
18508, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.91, 18.92, 18.33, 0, u.s.s.sa
18526, 263, 2, 0, 18.81, 18.31, 0, 0.09, 22.91, 18.91, 18.33, 0, u.s.s.sa
18543, 263, 2, 0, 18.81, 18.31, 0, 0.09, 22.90, 18.91, 18.32, 0, u.s.s.sa
18560, 263, 2, 0, 18.81, 18.31, 0, 0.09, 22.90, 18.91, 18.32, 0, u.s.s.sa
18577, 263, 2, 0, 18.81, 18.31, 0, 0.09, 22.90, 18.91, 18.32, 0, u.s.s.sa
18595, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.90, 18.90, 18.32, 0, u.s.s.sa
18612, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.89, 18.90, 18.31, 0, u.s.s.sa
18629, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.89, 18.90, 18.31, 0, u.s.s.sa
18646, 263, 2, 0, 18.81, 18.31, 0, 0.09, 22.89, 18.90, 18.31, 0, u.s.s.sa
18664, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.88, 18.90, 18.31, 0, u.s.s.sa
18681, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.88, 18.89, 18.31, 0, u.s.s.sa
18698, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.88, 18.89, 18.30, 0, u.s.s.sa
18715, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.88, 18.89, 18.30, 0, u.s.s.sa
18733, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.87, 18.89, 18.30, 0, u.s.s.sa
18750, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.87, 18.88, 18.30, 0, u.s.s.sa
18767, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.87, 18.88, 18.30, 0, u.s.s.sa
18784, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.87, 18.88, 18.30, 0, u.s.s.sa
18802, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.87, 18.88, 18.30, 0, u.s.s.sa
18819, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.87, 18.88, 18.30, 0, u.s.s.sa
18836, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.87, 18.87, 18.30, 0, u.s.s.sa
18853, 263, 2, 0, 18.81, 18.25, 0, 0.09, 22.87, 18.87, 18.30, 0, u.s.s.sa
18871, 263, 2, 0, 18.81, 18.25, -0.00, 0.09, 22.87, 18.87, 18.29, 0, u.s.s.sa
18888, 263, 2, 0, 18.81, 18.25, 0.01, 0.09, 22.87, 18.87, 18.29, 0, u.s.s.sa
18905, 263, 2, 0, 18.75, 18.25, -0.01, 0.09, 22.87, 18.86, 18.29, 0, u.s.s.sa
18922, 263, 2, 0, 18.81, 18.25, 0.01, 0.09, 22.87, 18.86, 18.29, 0, u.s.s.sa
18940, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.85, 18.29, 0, u.s.s.sa
18957, 263, 2, 0, 18.81, 18.25, 0.01, 0.09, 22.87, 18.85, 18.29, 0, u.s.s.sa
18974, 263, 2, 0, 18.75, 18.25, -0.02, 0.09, 22.87, 18.85, 18.29, 0, u.s.s.sa
18991, 263, 2, 0, 18.75, 18.25, 0.00, 0.09, 22.87, 18.84, 18.29, 0, u.s.s.sa
19008, 263, 2, 0, 18.75, 18.25, -0.02, 0.09, 22.87, 18.84, 18.29, 0, u.s.s.sa
19026, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.83, 18.29, 0, u.s.s.sa
19043, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.83, 18.29, 0, u.s.s.sa
19060, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.83, 18.29, 0, u.s.s.sa
19077, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.82, 18.29, 0, u.s.s.sa
19095, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.82, 18.29, 0, u.s.s.sa
19112, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.82, 18.29, 0, u.s.s.sa
19129, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.82, 18.29, 0, u.sa
19135, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.81, 18.29, 0, u.s.s.sa
19152, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.81, 18.29, 0, u.s.s.sa
19169, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.81, 18.29, 0, u.s.s.sa
19187, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.81, 18.29, 0, u.s.s.sa
19204, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.80, 18.29, 0, u.s.s.sa
19221, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.80, 18.29, 0, u.s.s.sa
19238, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.80, 18.29, 0, u.s.s.sa
19256, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.80, 18.29, 0, u.s.s.sa
19273, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.80, 18.29, 0, u.s.s.sa
19290, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.79, 18.29, 0, u.s.s.sa
19307, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.79, 18.29, 0, u.s.s.sa
19325, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.79, 18.29, 0, u.s.s.sa
19342, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.79, 18.29, 0, u.s.s.sa
19359, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.78, 18.29, 0, u.s.s.sa
19376, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.78, 18.29, 0, u.s.s.sa
19394, 263, 2, 0, 18.75, 18.25, 0, 0.09, 22.87, 18.78, 18.29, 0, u.s.s.sa
19411, 263, 2, 0, 18.69, 18.25, 0, 0.09, 22.87, 18.78, 18.29, 0, u.s.s.sa
19428, 263, 2, 0, 18.69, 18.25, 0, 0.09, 22.87, 18.77, 18.29, 0, u.s.s.sa
19445, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.86, 18.77, 18.29, 0, u.s.s.sa
19463, 263, 2, 0, 18.69, 18.25, 0, 0.09, 22.86, 18.77, 18.29, 0, u.s.s.sa
19480, 263, 2, 0, 18.69, 18.25, 0, 0.09, 22.86, 18.77, 18.29, 0, u.s.s.sa
19497, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.86, 18.77, 18.29, 0, u.s.s.sa
19514, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.86, 18.76, 18.29, 0, u.s.s.sa
19532, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.86, 18.76, 18.28, 0, u.s.s.sa
19549, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.85, 18.76, 18.28, 0, u.s.s.sa
19566, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.85, 18.76, 18.28, 0, u.s.s.sa
19583, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.85, 18.75, 18.28, 0, u.s.s.sa
19601, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.84, 18.75, 18.28, 0, u.s.s.sa
19618, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.84, 18.75, 18.27, 0, u.s.s.sa
19635, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.84, 18.75, 18.27, 0, u.s.s.sa
19652, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.84, 18.74, 18.27, 0, u.s.s.sa
19670, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.83, 18.74, 18.27, 0, u.s.s.sa
19687, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.83, 18.74, 18.26, 0, u.s.s.sa
19704, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.83, 18.74, 18.26, 0, u.s.s.sa
19721, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.82, 18.74, 18.26, 0, u.s.s.sa
19739, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.82, 18.73, 18.26, 0, u.s.s.sa
19756, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.82, 18.73, 18.26, 0, u.s.s.sa
19773, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.82, 18.73, 18.25, 0, u.s.s.sa
19790, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.81, 18.73, 18.25, 0, u.s.s.sa
19808, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.81, 18.72, 18.25, 0, u.s.s.sa
19825, 263, 2, 0, 18.69, 18.19, 0, 0.09, 22.81, 18.72, 18.25, 0, u.s.s.sa
19842, 263, 2, 0, 18.62, 18.19, -0.02, 0.09, 22.80, 18.72, 18.24, 0, u.s.s.sa
19859, 263, 2, 0, 18.62, 18.19, 0.00, 0.09, 22.80, 18.71, 18.24, 0, u.s.s.sa
19876, 263, 2, 0, 18.62, 18.19, -0.02, 0.09, 22.80, 18.71, 18.24, 0, u.s.s.sa
19894, 263, 2, 0, 18.62, 18.19, -0.02, 0.09, 22.80, 18.70, 18.24, 0, u.s.s.sa
19911, 263, 2, 0, 18.62, 18.19, -0.03, 0.09, 22.79, 18.70, 18.23, 0, u.s.s.sa
19928, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.79, 18.70, 18.23, 0, u.s.s.sa
19945, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.79, 18.69, 18.23, 0, u.s.s.sa
19963, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.78, 18.69, 18.23, 0, u.s.s.sa
19980, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.78, 18.69, 18.23, 0, u.s.s.sa
19997, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.78, 18.68, 18.22, 0, u.s.s.sa
20014, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.78, 18.68, 18.22, 0, u.s.s.sa
20032, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.77, 18.68, 18.22, 0, u.s.s.sa
20049, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.77, 18.68, 18.22, 0, u.s.s.sa
20066, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.77, 18.67, 18.21, 0, u.s.s.sa
20083, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.76, 18.67, 18.21, 0, u.s.s.sa
20101, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.76, 18.67, 18.21, 0, u.s.s.sa
20118, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.76, 18.67, 18.21, 0, u.s.s.sa
20135, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.76, 18.66, 18.20, 0, u.s.s.sa
20152, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.75, 18.66, 18.20, 0, u.s.s.sa
20170, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.75, 18.66, 18.20, 0, u.s.s.sa
20187, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.75, 18.66, 18.20, 0, u.s.s.sa
20204, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.74, 18.66, 18.20, 0, u.s.s.sa
20221, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.74, 18.65, 18.19, 0, u.s.s.sa
20239, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.74, 18.65, 18.19, 0, u.s.s.sa
20256, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.74, 18.65, 18.19, 0, u.s.s.sa
20273, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.73, 18.65, 18.19, 0, u.s.s.sa
20290, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.73, 18.64, 18.18, 0, u.s.s.sa
20308, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.73, 18.64, 18.18, 0, u.s.s.sa
20325, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.72, 18.64, 18.18, 0, u.s.s.sa
20342, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.72, 18.64, 18.18, 0, u.s.s.sa
20359, 263, 2, 0, 18.62, 18.19, 0, 0.09, 22.72, 18.63, 18.18, 0, u.s.s.sa
20377, 263, 2, 0, 18.56, 18.19, 0, 0.09, 22.72, 18.63, 18.17, 0, u.s.s.sa
20394, 263, 2, 0, 18.56, 18.19, 0, 0.09, 22.71, 18.63, 18.17, 0, u.s.s.sa
20411, 263, 2, 0, 18.56, 18.19, 0, 0.09, 22.71, 18.63, 18.17, 0, u.s.s.sa
20428, 263, 2, 0, 18.56, 18.19, 0, 0.09, 22.71, 18.63, 18.17, 0, u.s.s.sa
20446, 263, 2, 0, 18.56, 18.19, 0, 0.09, 22.70, 18.62, 18.16, 0, u.s.s.sa
20463, 263, 2, 0, 18.56, 18.19, 0, 0.09, 22.70, 18.62, 18.16, 0, u.s.s.sa
20480, 263, 2, 0, 18.56, 18.12, 0, 0.09, 22.70, 18.62, 18.16, 0, u.s.s.sa
